,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
4160,7212066,K03610.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.840485025,1.535e-06,-1.535e-06,134.446386,0.000356,-0.000356,1.189,0.244,-0.138,2.8592,0.0147,-0.0147,31353.0,144.0,-144.0,39.38,10.39,-4.16,1077.0,,,318.66,261.11,-95.96,259.4,1.0,q1_q17_dr25_tce,5731.0,190.0,-190.0,4.532,0.066,-0.165,0.823,0.217,-0.087,19h40m50.80s,+42d47m10.6s,15.26,
4163,5716508,K07737.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,1,0,0,0,4.75307877,0.0004018,-0.0004018,134.5462132,0.0538,-0.0538,0.019,0.476,-0.019,2.35,2.2,-2.2,933.0,208.0,-208.0,505.94,72.95,-291.8,7040.0,,,580415.2,281907.59,-489177.37,6.4,7.0,q1_q17_dr25_tce,3486.0,112.0,-112.0,0.5,0.338,-0.338,180.013,25.956,-103.825,19h40m07.32s,+40d57m29.3s,13.524,
4180,7376500,K03535.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.877122485,1.181e-06,-1.181e-06,136.42083,0.000209,-0.000209,0.547,0.021,-0.018,4.71655,0.00569,-0.00569,362900.0,393.0,-393.0,125.68,79.72,-71.71,1402.0,,,913.57,1923.43,-767.41,1210.8,1.0,q1_q17_dr25_tce,5702.0,219.0,-199.0,3.807,0.805,-0.345,1.821,1.155,-1.039,19h42m45.15s,+42d58m14.1s,15.177,
4182,8095110,K03619.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.1032389,6.22e-07,-6.22e-07,132.868177,0.000251,-0.000251,1.209,0.034,-0.03,6.4774,0.0126,-0.0126,24852.5,48.8,-48.8,36.63,7.5,-3.22,1238.0,,,555.0,341.42,-141.14,625.1,1.0,q1_q17_dr25_tce,5546.0,150.0,-150.0,4.587,0.034,-0.136,0.786,0.161,-0.069,19h23m39.01s,+43d55m47.6s,13.171,
4185,9775253,K03621.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.39451798,2.085e-05,-2.085e-05,133.62094,0.00389,-0.00389,1.566,1.119,-0.596,2.9527,0.0352,-0.0352,223616.0,1255.0,-1255.0,65.76,7.62,-14.16,554.0,,,22.27,9.05,-10.68,249.5,1.0,q1_q17_dr25_tce,3695.0,114.0,-152.0,4.773,0.105,-0.053,0.483,0.056,-0.104,19h35m11.37s,+46d33m42.4s,16.705,
4195,7374746,K03537.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.366946478,2.04e-07,-2.04e-07,132.204582,0.000135,-0.000135,0.869,0.027,-0.021,3.37701,0.0058,-0.0058,158643.0,235.0,-235.0,43.45,6.03,-4.82,1403.0,,,910.99,442.2,-285.46,796.5,1.0,q1_q17_dr25_tce,5353.0,185.0,-185.0,4.527,0.104,-0.095,0.757,0.105,-0.084,19h41m00.69s,+42d54m00.1s,15.002,
4200,10091110,K03627.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,1,0,0,4.218512654,7.79e-07,-7.79e-07,133.506768,0.000162,-0.000162,0.767,0.002,-0.004,3.62939,0.00964,-0.00964,23416.8,43.7,-43.7,16.67,5.4,-1.8,1189.0,,,472.03,465.88,-151.42,699.9,1.0,q1_q17_dr25_tce,6185.0,197.0,-240.0,4.472,0.054,-0.216,0.991,0.321,-0.107,19h49m51.91s,+47d01m23.6s,15.232,
4203,3544694,K03629.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.922862476,1.006e-06,-1.006e-06,132.735702,0.000598,-0.000598,1.001,0.036,-0.04,3.4594,0.0117,-0.0117,101272.0,354.0,-354.0,70.65,21.42,-14.26,1827.0,,,2631.95,2364.39,-1180.51,362.1,1.0,q1_q17_dr25_tce,6408.0,181.0,-227.0,4.246,0.153,-0.187,1.303,0.395,-0.263,19h25m47.10s,+38d38m23.2s,15.925,
4213,10092312,K01823.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.096587245,1.423e-06,-1.423e-06,132.51421,0.00111,-0.00111,2.623,1.441,-0.04,3.0287,0.0589,-0.0589,541.2,10.2,-10.2,168.68,48.88,-16.3,1726.0,,,2096.5,1741.24,-610.22,67.1,2.0,q1_q17_dr25_tce,5869.0,142.0,-203.0,4.513,0.036,-0.204,0.942,0.273,-0.091,19h51m09.06s,+47d05m54.0s,13.954,
4214,3964545,K03542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.012476415,1.42e-07,-1.42e-07,132.2466206,4.18e-05,-4.18e-05,0.708,0.247,-0.041,3.31903,0.00589,-0.00589,198402.0,143.0,-143.0,58.77,17.24,-11.5,1388.0,,,879.89,786.52,-386.88,2060.3,1.0,q1_q17_dr25_tce,6015.0,190.0,-212.0,4.329,0.162,-0.18,1.088,0.319,-0.213,19h36m33.60s,+39d05m23.5s,14.776,
4217,3735629,K03544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.664186517,1.675e-06,-1.675e-06,133.670668,0.00038,-0.00038,0.29,0.013,-0.015,4.0639,0.0102,-0.0102,555376.0,1618.0,-1618.0,278.81,94.57,-175.6,1683.0,,,1896.44,2053.88,-1670.82,445.7,1.0,q1_q17_dr25_tce,5062.0,193.0,-176.0,3.515,0.904,-0.226,3.579,1.214,-2.254,19h11m57.11s,+38d53m30.3s,16.144,
4218,8244173,K03545.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.092066399,9.1e-08,-9.1e-08,132.1028432,7.53e-05,-7.53e-05,0.488,0.012,-0.013,2.97608,0.00365,-0.00365,401890.0,403.0,-403.0,40.74,3.32,-3.32,1164.0,,,432.44,148.35,-116.29,1160.6,1.0,q1_q17_dr25_tce,4556.0,160.0,-160.0,4.67,0.054,-0.032,0.576,0.047,-0.047,19h42m01.46s,+44d06m37.9s,15.896,
4219,6546508,K03613.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.053578643,4.38e-07,-4.38e-07,133.878843,0.00013,-0.00013,1.11,0.025,-0.027,3.22884,0.00541,-0.00541,52879.9,96.7,-96.7,35.35,6.08,-2.83,1035.0,,,271.46,161.69,-71.76,661.4,1.0,q1_q17_dr25_tce,5414.0,206.0,-187.0,4.625,0.035,-0.105,0.714,0.123,-0.057,19h52m31.54s,+41d57m03.6s,15.74,
4220,9886224,K03614.01,,FALSE POSITIVE,FALSE POSITIVE,0.012,0,1,0,0,2.992662857,1.657e-06,-1.657e-06,131.893219,0.000626,-0.000626,0.001,0.147,-0.001,2.5258,0.0126,-0.0126,113705.0,461.0,-461.0,60.35,36.23,-36.24,1476.0,,,1123.54,2224.56,-965.69,296.8,1.0,q1_q17_dr25_tce,4927.0,190.0,-155.0,3.883,0.728,-0.312,1.837,1.103,-1.103,19h19m25.66s,+46d47m23.7s,16.328,
4221,3735634,K03615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,4.664188563,1.462e-06,-1.462e-06,133.670244,0.000259,-0.000259,1.254,0.086,-0.069,3.773,0.0143,-0.0143,11360.5,52.6,-52.6,52.09,15.64,-15.65,1221.0,,,525.46,475.36,-295.14,272.6,1.0,q1_q17_dr25_tce,5699.0,172.0,-155.0,4.192,0.306,-0.204,1.215,0.365,-0.365,19h11m57.50s,+38d53m25.4s,13.915,
4223,6058875,K03616.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.56493412,3.6e-08,-3.6e-08,131.7871403,5.67e-05,-5.67e-05,0.691,0.013,-0.013,2.57621,0.00307,-0.00307,252639.0,226.0,-226.0,33.4,2.13,-2.12,1458.0,,,1071.88,320.68,-270.27,1361.5,1.0,q1_q17_dr25_tce,4748.0,167.0,-185.0,4.729,0.039,-0.032,0.534,0.034,-0.034,19h45m28.89s,+41d23m25.7s,15.839,
4224,10735564,K03617.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.674984844,3.49e-07,-3.49e-07,131.793034,0.000197,-0.000197,0.731,0.011,-0.018,4.92134,0.00828,-0.00828,234579.0,322.0,-322.0,150.48,27.51,-47.15,3055.0,,,20561.29,11083.15,-12489.94,858.8,1.0,q1_q17_dr25_tce,8285.0,200.0,-371.0,3.971,0.221,-0.136,2.451,0.448,-0.768,19h34m17.85s,+48d00m26.8s,14.567,
4233,7287391,K03546.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.286103033,1.011e-06,-1.011e-06,134.590777,0.000211,-0.000211,0.544,0.011,-0.015,2.6422,0.0131,-0.0131,173359.0,786.0,-786.0,25.8,2.1,-2.92,686.0,,,52.42,17.82,-17.17,397.1,1.0,q1_q17_dr25_tce,4206.0,146.0,-161.0,4.663,0.054,-0.027,0.591,0.048,-0.067,19h33m51.25s,+42d53m02.6s,15.295,
4235,10215869,K03548.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.017239915,1.488e-06,-1.488e-06,134.490136,0.000195,-0.000195,0.191,0.016,-0.018,4.36126,0.00841,-0.00841,144642.0,187.0,-187.0,41.75,13.12,-4.68,1229.0,,,538.77,499.44,-175.56,970.9,1.0,q1_q17_dr25_tce,6519.0,181.0,-250.0,4.41,0.07,-0.21,1.079,0.339,-0.121,19h39m41.69s,+47d15m00.0s,14.115,
4238,7025540,K03550.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.148219541,3.17e-07,-3.17e-07,132.76673,0.000132,-0.000132,0.424,0.019,-0.021,2.94091,0.0066,-0.0066,457844.0,845.0,-845.0,49.6,3.91,-4.8,1009.0,,,244.99,83.23,-72.22,619.8,1.0,q1_q17_dr25_tce,4694.0,168.0,-168.0,4.6,0.059,-0.032,0.672,0.053,-0.065,19h17m00.67s,+42d33m45.4s,15.783,
4240,6677267,K03622.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,3.125821128,7.19e-07,-7.19e-07,134.479684,0.000194,-0.000194,1.269,0.26,-0.197,2.2163,0.0101,-0.0101,5025.4,25.5,-25.5,110.58,16.98,-39.66,2087.0,,,4481.76,2158.45,-2831.13,245.2,1.0,q1_q17_dr25_tce,6137.0,167.0,-167.0,3.705,0.3,-0.08,2.852,0.438,-1.023,19h08m36.40s,+42d06m37.4s,12.77,
4241,7732791,K03623.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.032068851,6.24e-07,-6.24e-07,131.8383,0.000535,-0.000535,1.014,10.79,-0.192,2.1344,0.0299,-0.0299,121993.0,1055.0,-1055.0,44.35,1.56,-3.68,1221.0,,,523.01,107.99,-138.52,140.0,1.0,q1_q17_dr25_tce,4387.0,132.0,-145.0,4.587,0.049,-0.017,0.711,0.025,-0.059,18h50m12.81s,+43d25m02.5s,16.177,
4243,8177798,K03624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.450205839,3.82e-07,-3.82e-07,131.985523,0.000224,-0.000224,1.236,0.112,-0.104,3.6373,0.0115,-0.0115,25883.7,74.2,-74.2,92.78,25.63,-20.98,2675.0,,,12063.44,9872.65,-5972.11,419.0,1.0,q1_q17_dr25_tce,7564.0,211.0,-316.0,4.093,0.144,-0.176,1.893,0.523,-0.428,19h43m16.05s,+44d00m20.4s,13.91,
4244,10489521,K03625.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.224486463,4.56e-07,-4.56e-07,131.855925,0.000159,-0.000159,0.421,0.009,-0.009,4.61686,0.00343,-0.00343,403734.0,389.0,-389.0,79.08,24.0,-12.95,1456.0,,,1060.42,948.08,-425.05,1905.1,1.0,q1_q17_dr25_tce,6389.0,176.0,-242.0,4.331,0.108,-0.201,1.16,0.352,-0.19,19h53m24.78s,+47d40m08.0s,16.169,
4278,4848423,K03560.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.501760172,1.2e-07,-1.2e-07,131.5669078,8.07e-05,-8.07e-05,0.518,0.003,-0.004,5.85519,0.0033,-0.0033,387905.0,182.0,-182.0,90.92,15.3,-7.05,1905.0,,,3110.42,1322.69,-607.76,2624.0,1.0,q1_q17_dr25_tce,6327.0,69.0,-88.0,4.315,0.051,-0.119,1.29,0.217,-0.1,19h40m52.19s,+39d54m36.2s,11.825,
4279,11403216,K03561.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.05325447,1.255e-06,-1.255e-06,134.744552,0.000278,-0.000278,15.329,20.75,-3.897,4.0116,0.0109,-0.0109,110916.0,288.0,-288.0,1668.79,570.2,-189.5,1191.0,,,475.36,493.54,-156.16,446.1,1.0,q1_q17_dr25_tce,6022.0,190.0,-232.0,4.453,0.056,-0.224,1.039,0.355,-0.118,19h28m06.45s,+49d12m25.8s,15.537,
4281,5774375,K07740.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.549979213,4.22e-07,-4.22e-07,132.675027,0.000222,-0.000222,0.486,0.017,-0.016,7.5945,0.0183,-0.0183,370546.0,695.0,-695.0,136.64,73.04,-89.23,2141.0,,,4986.15,8378.43,-4454.73,672.7,1.0,q1_q17_dr25_tce,5408.0,178.0,-162.0,3.777,0.777,-0.333,2.058,1.1,-1.344,19h03m42.22s,+41d05m27.0s,13.939,
4289,5513861,K07731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.755105584,4.6e-08,-4.6e-08,131.8133513,4.97e-05,-4.97e-05,0.732,0.034,-0.031,5.02374,0.00564,-0.00564,250026.0,153.0,-153.0,76.26,10.96,-5.45,2412.0,,,7996.1,3145.64,-1735.23,2158.5,1.0,q1_q17_dr25_tce,6592.0,105.0,-157.0,4.369,0.032,-0.097,1.19,0.171,-0.085,18h57m24.52s,+40d42m53.0s,11.638,
4292,10960995,K03564.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.558544209,3.99e-07,-3.99e-07,131.567665,0.000227,-0.000227,0.507,0.013,-0.01,3.3727,0.013,-0.013,225588.0,989.0,-989.0,35.12,3.42,-3.43,1182.0,,,460.09,178.14,-136.36,421.6,1.0,q1_q17_dr25_tce,4868.0,175.0,-175.0,4.582,0.06,-0.04,0.708,0.069,-0.069,18h53m16.29s,+48d24m16.6s,14.498,
4293,9592575,K03565.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.63757408,3.63e-07,-3.63e-07,131.575561,0.000125,-0.000125,1.107,0.047,-0.067,5.9626,0.011,-0.011,169658.0,167.0,-167.0,76.02,21.06,-7.02,1242.0,,,563.22,471.84,-158.07,1471.6,1.0,q1_q17_dr25_tce,5639.0,171.0,-188.0,4.509,0.036,-0.192,0.953,0.264,-0.088,19h34m40.64s,+46d17m50.9s,15.902,
4311,5023948,K03570.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.824653341,1.76e-07,-1.76e-07,132.883177,9.66e-05,-9.66e-05,0.845,0.006,-0.007,4.25512,0.0031,-0.0031,176739.0,116.0,-116.0,55.44,11.73,-9.6,1680.0,,,1880.22,1228.72,-757.4,1833.7,1.0,q1_q17_dr25_tce,6413.0,194.0,-213.0,4.372,0.198,-0.162,0.941,0.199,-0.163,19h40m57.83s,+40d09m27.4s,15.048,
4312,5113053,K03571.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.185090259,5.51e-07,-5.51e-07,133.294014,0.000129,-0.000129,0.465,0.005,-0.005,4.80188,0.00335,-0.00335,423276.0,263.0,-263.0,92.5,25.1,-18.22,1564.0,,,1414.18,1136.19,-622.94,1909.2,1.0,q1_q17_dr25_tce,6516.0,181.0,-227.0,4.249,0.175,-0.175,1.279,0.347,-0.252,19h41m33.93s,+40d13m00.4s,15.519,
4314,11853878,K01833.03,Kepler-968 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,5.70940795,1.832e-05,-1.832e-05,137.12208,0.00256,-0.00256,0.751,0.185,-0.542,1.622,0.0844,-0.0844,586.7,34.0,-34.0,1.51,0.13,-0.13,644.0,,,40.66,12.62,-10.9,20.2,3.0,q1_q17_dr25_tce,4402.0,118.0,-144.0,4.682,0.045,-0.036,0.572,0.049,-0.049,19h02m24.61s,+50d06m43.3s,14.265,
4315,4743508,K03572.01,,FALSE POSITIVE,FALSE POSITIVE,0.692,0,1,0,0,2.086076372,1.072e-06,-1.072e-06,133.416141,0.000439,-0.000439,13.376,26.07,-1.491,2.4032,0.0189,-0.0189,58858.0,431.0,-431.0,1543.74,401.5,-401.4,1645.0,,,1728.2,1392.12,-909.68,159.3,1.0,q1_q17_dr25_tce,6124.0,200.0,-218.0,4.265,0.231,-0.189,1.119,0.291,-0.291,19h23m15.34s,+39d49m08.6s,14.554,
4347,5024292,K03579.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.301031137,1.147e-06,-1.147e-06,134.44907,0.0002,-0.0002,0.79,0.01,-0.011,5.65214,0.00482,-0.00482,204153.0,159.0,-159.0,93.01,31.85,-17.12,1454.0,,,1056.61,1067.4,-454.35,1526.2,1.0,q1_q17_dr25_tce,6386.0,177.0,-243.0,4.208,0.115,-0.214,1.548,0.53,-0.285,19h41m12.06s,+40d11m00.1s,14.573,
4367,2019076,K03585.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.564614021,4.51e-07,-4.51e-07,131.86235,0.000109,-0.000109,0.989,0.034,-0.005,3.44204,0.00504,-0.00504,94342.0,153.0,-153.0,46.0,11.91,-6.39,1187.0,,,470.37,368.88,-165.61,728.8,1.0,q1_q17_dr25_tce,5891.0,177.0,-195.0,4.45,0.112,-0.168,0.892,0.231,-0.124,19h29m51.00s,+37d26m33.4s,15.671,
4369,7376490,K03586.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,5.877122413,1.779e-06,-1.779e-06,136.420718,0.000251,-0.000251,1.238,0.082,-0.062,3.7369,0.0126,-0.0126,15647.1,66.2,-66.2,45.95,13.62,-10.17,1061.0,,,300.43,260.76,-137.11,287.6,1.0,q1_q17_dr25_tce,5778.0,155.0,-155.0,4.325,0.214,-0.195,1.043,0.309,-0.231,19h42m44.66s,+42d58m14.2s,13.147,
4370,11968513,K03587.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.036592635,1.9e-07,-1.9e-07,132.089146,0.000164,-0.000164,0.898,0.127,-0.093,2.40749,0.00794,-0.00794,124498.0,320.0,-320.0,463.05,79.62,-119.4,4194.0,,,73013.77,32116.38,-35125.08,444.7,1.0,q1_q17_dr25_tce,4884.0,58.0,-72.0,2.737,0.162,-0.108,8.747,1.504,-2.256,19h37m26.78s,+50d18m18.9s,14.441,
4380,5636642,K03817.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.933489066,2.51e-07,-2.51e-07,132.101834,0.000302,-0.000302,1.243,0.438,-0.161,1.41864,0.0066,-0.0066,14259.0,47.3,-47.3,48.01,13.34,-10.89,1979.0,,,3648.49,3051.69,-1740.55,374.5,1.0,q1_q17_dr25_tce,5758.0,172.0,-189.0,4.307,0.2,-0.2,1.084,0.301,-0.246,19h45m19.40s,+40d53m46.5s,16.428,
4383,5560831,K03819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.867721348,3.57e-07,-3.57e-07,132.161646,0.000434,-0.000434,0.987,0.015,-0.015,4.8783,0.0225,-0.0225,97653.0,220.0,-220.0,67.0,20.17,-20.16,2089.0,,,4487.7,4271.74,-2547.21,587.9,1.0,q1_q17_dr25_tce,5510.0,200.0,-166.0,4.186,0.294,-0.196,1.276,0.384,-0.384,19h53m58.70s,+40d43m53.7s,16.09,
4385,3728432,K03893.01,Kepler-1526 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.90863457,7.248e-06,-7.248e-06,133.92971,0.00147,-0.00147,0.111,0.335,-0.111,1.7704,0.0508,-0.0508,867.2,27.7,-27.7,1.86,0.13,-0.18,787.0,,,91.01,24.9,-25.15,36.6,1.0,q1_q17_dr25_tce,4518.0,121.0,-134.0,4.613,0.052,-0.024,0.653,0.046,-0.063,19h00m28.73s,+38d51m59.1s,15.646,
4388,12106934,K03895.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.93717724,3.607e-05,-3.607e-05,135.95682,0.00672,-0.00672,6.282,2.824,-4.245,5.355,0.106,-0.106,25450.0,504.0,-504.0,594.32,0.0,0.0,1005.0,,,241.6,0.0,0.0,56.3,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h16m41.44s,+50d37m50.0s,18.358,
4391,11200767,K03667.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.489549075,1.045e-06,-1.045e-06,132.045037,0.000353,-0.000353,1.33,0.355,-0.274,2.4345,0.0204,-0.0204,2829.7,22.7,-22.7,59.57,15.89,-17.67,1708.0,,,2007.56,1580.52,-1140.13,160.6,1.0,q1_q17_dr25_tce,6184.0,169.0,-206.0,4.138,0.293,-0.158,1.406,0.375,-0.417,19h45m53.93s,+48d51m13.4s,13.368,
4393,8589731,K03668.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,4.469731089,2.324e-06,-2.324e-06,133.011683,0.000417,-0.000417,1.268,0.09,-0.079,5.257,0.0218,-0.0218,3159.6,13.5,-13.5,84.63,20.08,-46.84,1614.0,,,1604.34,1160.4,-1317.77,286.7,1.0,q1_q17_dr25_tce,5758.0,173.0,-156.0,3.808,0.568,-0.142,2.318,0.55,-1.283,20h03m07.81s,+44d39m18.0s,13.246,
4394,4356766,K03669.01,,FALSE POSITIVE,FALSE POSITIVE,0.007,0,1,0,0,1.731803197,1.522e-06,-1.522e-06,132.887574,0.000805,-0.000805,0.63,0.011,-0.016,5.6803,0.0442,-0.0442,44612.0,252.0,-252.0,22.87,6.42,-2.76,1526.0,,,1285.11,1099.33,-422.08,221.1,1.0,q1_q17_dr25_tce,5761.0,180.0,-200.0,4.426,0.084,-0.196,1.029,0.289,-0.124,19h17m01.02s,+39d24m35.0s,15.449,
4395,2167890,K03670.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.64830047,2.682e-06,-2.682e-06,133.034879,0.000932,-0.000932,0.873,0.232,-0.083,2.6395,0.0834,-0.0834,12668.0,270.0,-270.0,126.54,20.78,-38.61,3042.0,,,20225.84,8341.11,-11135.88,79.8,1.0,q1_q17_dr25_tce,4839.0,50.0,-86.0,2.761,0.188,-0.101,9.278,1.524,-2.831,19h32m22.47s,+37d30m52.2s,12.858,
4397,4935914,K03743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.486318703,7.42e-06,-7.42e-06,134.87329,0.00138,-0.00138,1.138,20.48,-0.017,2.7904,0.0273,-0.0273,60135.0,395.0,-395.0,54.53,0.0,0.0,1201.0,,,491.1,0.0,0.0,190.7,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h40m12.46s,+40d00m45.4s,17.914,
4398,11303811,K03744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.705780649,3.664e-06,-3.664e-06,133.15662,0.00185,-0.00185,1.231,33.52,-3.449,1.6271,0.0857,-0.0857,15498.0,624.0,-624.0,25.95,1.93,-1.75,1101.0,,,348.32,118.54,-85.34,31.8,1.0,q1_q17_dr25_tce,4970.0,189.0,-172.0,4.665,0.054,-0.036,0.591,0.044,-0.04,19h40m14.76s,+49d02m47.6s,15.77,
4400,12062660,K03746.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.929299629,2.999e-06,-2.999e-06,133.71721,0.00112,-0.00112,1.025,0.099,-0.078,7.102,0.0227,-0.0227,83918.0,250.0,-250.0,51.67,0.0,0.0,1272.0,,,618.11,0.0,0.0,374.6,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h28m17.01s,+50d32m48.5s,17.382,
4401,9777087,K03747.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,5.50811352,3.401e-05,-3.401e-05,134.32603,0.00145,-0.00145,1.215,29.79,-0.337,2.9516,0.0377,-0.0377,40380.0,467.0,-467.0,34.03,4.09,-1.85,778.0,,,86.57,38.13,-19.48,100.5,1.0,q1_q17_dr25_tce,5188.0,182.0,-182.0,4.687,0.025,-0.075,0.624,0.075,-0.034,19h37m52.80s,+46d35m22.5s,17.065,
4402,5956776,K03821.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.569115097,1.71e-07,-1.71e-07,132.020841,0.000315,-0.000315,0.444,0.269,-0.398,3.5028,0.0154,-0.0154,585597.0,2542.0,-2542.0,156.15,47.62,-34.62,3357.0,,,29827.37,27646.81,-14817.7,229.6,1.0,q1_q17_dr25_tce,7174.0,225.0,-325.0,4.13,0.17,-0.187,1.705,0.52,-0.378,19h22m35.59s,+41d14m02.7s,16.747,
4403,8883727,K03822.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.529073751,2.154e-06,-2.154e-06,133.390989,0.000713,-0.000713,1.263,13.34,-0.136,1.8827,0.0352,-0.0352,1572.9,25.7,-25.7,25.8,4.95,-2.29,1137.0,,,395.83,236.2,-100.9,73.4,1.0,q1_q17_dr25_tce,5465.0,162.0,-146.0,4.598,0.032,-0.128,0.766,0.147,-0.068,19h24m33.00s,+45d06m39.3s,15.573,
4404,6516874,K03824.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.916326699,3.81e-07,-3.81e-07,131.80905,0.000373,-0.000373,0.988,0.07,-0.047,3.1427,0.0197,-0.0197,96384.0,461.0,-461.0,50.7,15.65,-5.22,1917.0,,,3196.67,2995.06,-996.66,251.6,1.0,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486,0.052,-0.208,0.972,0.3,-0.1,19h20m23.27s,+41d58m14.4s,15.896,
4406,9161118,K03898.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.306723495,1.043e-06,-1.043e-06,132.53576,0.000754,-0.000754,1.229,0.111,-0.072,6.606,0.0349,-0.0349,12456.6,50.7,-50.7,27.42,2.21,-2.46,1170.0,,,443.02,150.79,-124.81,311.7,1.0,q1_q17_dr25_tce,4651.0,163.0,-163.0,4.612,0.052,-0.032,0.657,0.053,-0.059,19h37m16.89s,+45d30m04.6s,15.984,
4407,3556229,K03899.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.7967202,2.99e-07,-2.99e-07,132.288291,0.000441,-0.000441,0.839,0.021,-0.018,4.25304,0.00976,-0.00976,167719.0,260.0,-260.0,56.89,0.0,0.0,1964.0,,,3497.4,0.0,0.0,716.6,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h37m24.47s,+38d36m16.9s,17.656,
