,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
4411,5215251,K03903.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.553924603,7.809e-06,-7.809e-06,131.94769,0.00287,-0.00287,1.258,0.401,-0.137,9.835,0.133,-0.133,1680.1,19.8,-19.8,32.67,8.78,-3.74,1352.0,,,789.69,646.83,-259.6,100.5,1.0,q1_q17_dr25_tce,5993.0,186.0,-228.0,4.489,0.048,-0.192,0.986,0.265,-0.113,19h53m50.01s,+40d23m30.9s,15.755,
4413,9777090,K03672.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.50817321,3.431e-05,-3.431e-05,134.32367,0.0028,-0.0028,0.739,0.048,-0.05,3.6845,0.0182,-0.0182,226850.0,1041.0,-1041.0,39.18,4.99,-2.86,768.0,,,82.55,38.31,-21.3,268.7,1.0,q1_q17_dr25_tce,5051.0,182.0,-182.0,4.663,0.03,-0.07,0.644,0.082,-0.047,19h37m53.17s,+46d35m21.2s,17.779,
4414,11455484,K03673.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.142812722,5.787e-06,-5.787e-06,135.16085,0.00105,-0.00105,0.477,0.009,-0.015,6.0751,0.0254,-0.0254,96593.0,328.0,-328.0,31.9,0.0,0.0,994.0,,,230.71,0.0,0.0,316.1,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h28m06.94s,+49d23m15.7s,16.152,
4419,4247807,K03748.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.050435466,1.298e-06,-1.298e-06,133.288776,0.00056,-0.00056,1.275,0.196,-0.109,8.0122,0.0227,-0.0227,7765.3,20.7,-20.7,34.84,6.5,-4.35,1278.0,,,629.98,400.07,-211.12,445.8,1.0,q1_q17_dr25_tce,5440.0,207.0,-189.0,4.496,0.092,-0.127,0.825,0.154,-0.103,19h08m40.44s,+39d22m46.5s,14.808,
4420,7700590,K03750.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.507101452,1.085e-06,-1.085e-06,132.092456,0.000683,-0.000683,1.246,0.127,-0.096,5.2005,0.0263,-0.0263,15847.0,70.5,-70.5,39.32,9.92,-6.11,1573.0,,,1453.29,1143.25,-547.01,273.5,1.0,q1_q17_dr25_tce,5884.0,195.0,-195.0,4.453,0.13,-0.174,0.876,0.221,-0.136,19h49m02.96s,+43d18m15.6s,14.848,
4421,9053086,K03751.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.274841686,8.46e-07,-8.46e-07,131.623318,0.000742,-0.000742,1.128,0.042,-0.035,3.5903,0.02,-0.02,50253.0,187.0,-187.0,63.68,19.68,-13.12,2025.0,,,3957.46,3727.26,-1828.29,353.0,1.0,q1_q17_dr25_tce,6211.0,197.0,-241.0,4.247,0.185,-0.185,1.281,0.396,-0.264,20h02m53.20s,+45d18m24.1s,14.034,
4423,5467113,K03825.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.845746618,2.054e-06,-2.054e-06,134.276987,0.000762,-0.000762,0.126,0.017,-0.021,13.0719,0.0283,-0.0283,557741.0,1254.0,-1254.0,135.99,34.68,-64.4,1667.0,,,1822.75,1446.27,-1375.42,829.1,1.0,q1_q17_dr25_tce,5641.0,186.0,-169.0,3.948,0.495,-0.165,1.776,0.453,-0.841,19h46m42.08s,+40d39m00.0s,15.833,
4424,8240123,K03826.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.30120705,1.186e-05,-1.186e-05,132.18748,0.00504,-0.00504,1.262,0.118,-0.084,25.08,1.0,-1.0,1688.1,19.4,-19.4,28.64,8.35,-2.63,1254.0,,,583.42,525.0,-162.57,132.5,1.0,q1_q17_dr25_tce,5641.0,186.0,-186.0,4.554,0.035,-0.196,0.85,0.248,-0.078,19h36m54.68s,+44d08m05.1s,15.818,
4429,8487748,K03905.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.061934313,1.511e-06,-1.511e-06,131.72596,0.00119,-0.00119,1.218,0.926,-0.064,3.194,0.0601,-0.0601,607.0,10.4,-10.4,15.14,1.18,-1.58,1104.0,,,352.77,102.98,-105.26,70.0,1.0,q1_q17_dr25_tce,4304.0,116.0,-142.0,4.675,0.065,-0.025,0.566,0.044,-0.059,19h15m38.19s,+44d35m30.6s,15.454,
4430,9892856,K03906.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.406574511,3.809e-06,-3.809e-06,133.73667,0.0014,-0.0014,1.187,2.586,-0.099,3.4382,0.0678,-0.0678,738.0,13.7,-13.7,26.22,8.29,-2.96,1481.0,,,1140.2,1060.55,-381.38,63.9,1.0,q1_q17_dr25_tce,6167.0,169.0,-253.0,4.428,0.052,-0.208,1.107,0.35,-0.125,19h30m46.42s,+46d47m38.0s,15.42,
4436,5021174,K03679.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.04506346,1.549e-06,-1.549e-06,132.232226,0.000446,-0.000446,0.529,0.024,-0.032,3.22222,0.00777,-0.00777,360177.0,950.0,-950.0,67.94,0.0,0.0,1143.0,,,402.77,0.0,0.0,483.9,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h38m21.12s,+40d10m01.4s,17.705,
4439,6314185,K03752.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.433262145,1.625e-06,-1.625e-06,132.822323,0.00095,-0.00095,0.933,0.002,-0.002,5.6316,0.0552,-0.0552,1849.5,15.3,-15.3,5.67,1.54,-1.27,1769.0,,,2319.46,1906.69,-1094.34,159.3,1.0,q1_q17_dr25_tce,5977.0,179.0,-197.0,4.318,0.19,-0.19,1.068,0.291,-0.238,19h56m58.13s,+41d37m23.6s,14.888,
4440,8620561,K03753.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.782046543,1.56e-07,-1.56e-07,131.674244,0.000208,-0.000208,0.633,0.069,-0.184,1.9874,0.0107,-0.0107,340464.0,1180.0,-1180.0,43.07,3.35,-3.35,1372.0,,,836.18,264.25,-221.22,534.0,1.0,q1_q17_dr25_tce,4768.0,151.0,-170.0,4.661,0.056,-0.032,0.591,0.046,-0.046,19h21m04.13s,+44d42m41.2s,16.784,
4441,8937019,K03754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.663604992,2.838e-06,-2.838e-06,133.892182,0.00056,-0.00056,0.785,0.303,-0.092,1.4283,0.014,-0.014,163385.0,1286.0,-1286.0,54.55,0.0,0.0,1021.0,,,257.36,0.0,0.0,169.4,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,18h59m09.71s,+45d13m48.4s,17.93,
4443,10352938,K03756.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,6.47173281,2.588e-05,-2.588e-05,136.35537,0.00448,-0.00448,0.267,0.072,-0.267,7.1964,0.077,-0.077,6472.7,80.0,-80.0,13.68,4.1,-4.09,1338.0,,,757.69,670.48,-439.52,94.5,1.0,q1_q17_dr25_tce,6318.0,177.0,-243.0,4.079,0.258,-0.172,1.685,0.504,-0.504,19h46m47.28s,+47d24m27.5s,14.35,
4444,10676927,K03830.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.031100362,1.076e-06,-1.076e-06,131.87473,0.00118,-0.00118,0.293,0.053,-0.156,2.9759,0.0399,-0.0399,129157.0,960.0,-960.0,27.35,5.71,-2.44,1584.0,,,1491.65,979.99,-421.24,178.5,1.0,q1_q17_dr25_tce,5666.0,181.0,-202.0,4.601,0.036,-0.135,0.752,0.157,-0.067,19h44m35.90s,+47d56m16.2s,17.022,
4445,5649836,K03831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.597933142,6.3e-08,-6.3e-08,131.95669,0.000111,-0.000111,0.634,0.008,-0.009,3.47133,0.00407,-0.00407,284383.0,234.0,-234.0,63.46,0.0,0.0,2161.0,,,5169.99,0.0,0.0,1490.3,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h56m19.01s,+40d49m44.3s,16.377,
4446,7620660,K03832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.36652724,3.367e-05,-3.367e-05,134.86398,0.00551,-0.00551,0.985,5.945,-0.035,8.367,0.188,-0.188,3122.5,69.7,-69.7,7.97,2.36,-0.79,982.0,,,219.72,194.93,-65.46,50.7,1.0,q1_q17_dr25_tce,5858.0,174.0,-209.0,4.553,0.036,-0.192,0.849,0.251,-0.084,19h42m14.46s,+43d12m11.4s,15.48,
4447,3836399,K03834.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.540392098,2.054e-06,-2.054e-06,131.9989,0.00129,-0.00129,1.184,1.589,-0.044,3.7271,0.0623,-0.0623,1022.0,14.3,-14.3,17.63,1.51,-1.68,1210.0,,,506.98,164.83,-134.57,87.2,1.0,q1_q17_dr25_tce,4911.0,146.0,-131.0,4.564,0.066,-0.039,0.724,0.062,-0.069,19h07m44.61s,+38d55m28.1s,14.449,
4451,10491062,K03910.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.199076661,7.303e-06,-7.303e-06,133.06147,0.00317,-0.00317,1.22,1.303,-0.174,6.11,0.135,-0.135,777.4,16.3,-16.3,21.72,3.93,-1.81,1179.0,,,457.33,273.92,-123.94,56.2,1.0,q1_q17_dr25_tce,5310.0,185.0,-185.0,4.565,0.045,-0.105,0.791,0.143,-0.066,19h55m08.20s,+47d39m20.0s,15.339,
4457,9394601,K03684.01,,FALSE POSITIVE,FALSE POSITIVE,0.027,0,1,0,0,0.876826336,7.3e-08,-7.3e-08,132.0647202,7.45e-05,-7.45e-05,0.481,0.004,-0.003,3.6097,0.00625,-0.00625,138366.0,144.0,-144.0,37.24,11.72,-3.91,2042.0,,,4095.0,3718.03,-1190.4,1338.1,1.0,q1_q17_dr25_tce,6344.0,158.0,-190.0,4.481,0.054,-0.216,0.962,0.303,-0.101,19h08m36.75s,+45d59m01.8s,12.29,
4460,6863161,K03757.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,1.98663794,1.253e-05,-1.253e-05,133.311523,0.000833,-0.000833,1.105,0.104,-0.087,4.7585,0.039,-0.039,63156.0,407.0,-407.0,134.5,41.35,-50.53,3234.0,,,25932.61,24171.72,-17588.61,193.0,1.0,q1_q17_dr25_tce,9191.0,286.0,-430.0,3.973,0.237,-0.172,2.619,0.805,-0.984,19h27m24.80s,+42d18m24.1s,14.726,
4463,8047283,K03760.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.77544539,2.74e-07,-2.74e-07,132.072938,0.000327,-0.000327,1.272,1.84,-0.126,1.8764,0.0146,-0.0146,6791.4,41.2,-41.2,35.53,11.25,-3.74,1883.0,,,2974.07,2868.98,-910.38,205.1,1.0,q1_q17_dr25_tce,5861.0,186.0,-206.0,4.546,0.037,-0.213,0.865,0.274,-0.091,19h50m13.49s,+43d51m18.0s,15.64,
4465,7612691,K03836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,3.46724809,1.339e-05,-1.339e-05,133.90269,0.0035,-0.0035,0.953,0.002,-0.003,11.01,0.158,-0.158,1317.3,18.9,-18.9,2.52,0.12,-0.14,841.0,,,118.15,31.72,-25.48,107.0,1.0,q1_q17_dr25_tce,4969.0,178.0,-158.0,4.713,0.045,-0.024,0.543,0.027,-0.03,19h33m38.25s,+43d13m30.7s,15.889,
4467,8042789,K03838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,4.618309224,7.598e-06,-7.598e-06,135.85023,0.00142,-0.00142,1.247,10.36,-0.126,3.6752,0.0672,-0.0672,1191.0,20.6,-20.6,25.43,5.08,-2.19,947.0,,,190.56,118.38,-49.64,68.5,1.0,q1_q17_dr25_tce,5452.0,164.0,-164.0,4.572,0.034,-0.136,0.815,0.163,-0.07,19h45m35.60s,+43d48m12.7s,15.757,
4468,10095484,K03839.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.677761275,5.68e-07,-5.68e-07,131.625946,0.000721,-0.000721,1.205,0.29,-0.097,3.7085,0.0471,-0.0471,877.9,8.9,-8.9,22.15,6.05,-2.03,1906.0,,,3136.01,2511.6,-812.63,120.8,1.0,q1_q17_dr25_tce,5699.0,152.0,-152.0,4.553,0.033,-0.187,0.853,0.233,-0.078,19h54m50.57s,+47d02m14.8s,14.382,
4469,5467102,K03840.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.845739012,2.245e-06,-2.245e-06,134.279738,0.000697,-0.000697,1.213,0.066,-0.061,11.9327,0.0314,-0.0314,24391.8,59.0,-59.0,44.7,13.97,-4.66,1294.0,,,663.42,630.85,-201.93,488.6,1.0,q1_q17_dr25_tce,5982.0,189.0,-210.0,4.493,0.054,-0.216,0.96,0.3,-0.1,19h46m41.51s,+40d39m03.5s,15.362,
4472,4544620,K03915.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,2.189090653,4.373e-06,-4.373e-06,132.08535,0.00181,-0.00181,1.238,1.492,-0.058,5.2094,0.086,-0.086,1027.1,15.8,-15.8,23.25,3.96,-1.97,1185.0,,,466.32,250.44,-119.84,78.3,1.0,q1_q17_dr25_tce,5401.0,159.0,-159.0,4.593,0.037,-0.112,0.777,0.132,-0.066,19h03m35.56s,+39d40m20.0s,15.875,
4473,5784777,K03916.01,Kepler-1529 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.33905606,1.209e-05,-1.209e-05,132.14193,0.00182,-0.00182,0.02,0.435,-0.02,1.6415,0.0631,-0.0631,755.5,31.7,-31.7,1.9,0.19,-0.2,817.0,,,105.25,38.6,-29.19,28.9,1.0,q1_q17_dr25_tce,5057.0,151.0,-136.0,4.573,0.072,-0.048,0.704,0.072,-0.072,19h19m28.97s,+41d02m26.6s,15.362,
4476,9719636,K03686.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,0,1,0,0,3.351573993,3.36e-06,-3.36e-06,134.28062,0.00112,-0.00112,0.011,0.178,-0.011,2.8758,0.02,-0.02,54546.0,337.0,-337.0,24.15,7.53,-3.76,1282.0,,,638.3,605.42,-244.02,192.4,1.0,q1_q17_dr25_tce,5984.0,189.0,-210.0,4.408,0.09,-0.195,1.033,0.322,-0.161,19h42m06.29s,+46d27m25.7s,17.279,
4478,5020034,K03688.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.119107262,2.572e-06,-2.572e-06,132.58903,0.00123,-0.00123,0.933,0.039,-0.023,7.5384,0.0365,-0.0365,124646.0,434.0,-434.0,77.23,21.38,-21.39,1851.0,,,2775.75,2273.32,-1533.89,347.3,1.0,q1_q17_dr25_tce,6381.0,177.0,-244.0,4.155,0.246,-0.164,1.423,0.394,-0.394,19h37m12.93s,+40d11m33.2s,15.812,
4482,3114667,K03763.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.888584158,1.81e-07,-1.81e-07,132.100098,0.000233,-0.000233,0.453,0.022,-0.018,2.25012,0.00504,-0.00504,412710.0,734.0,-734.0,43.7,3.54,-4.33,1211.0,,,507.14,173.53,-155.47,691.2,1.0,q1_q17_dr25_tce,4324.0,152.0,-167.0,4.639,0.056,-0.024,0.616,0.05,-0.061,19h23m59.34s,+38d16m57.4s,17.375,
4483,12109845,K03765.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.865959015,1.53e-07,-1.53e-07,132.053694,0.000155,-0.000155,3.068,1.482,-0.353,1.9058,0.0111,-0.0111,291274.0,656.0,-656.0,144.5,9.24,-12.33,1162.0,,,434.65,123.0,-129.02,620.8,1.0,q1_q17_dr25_tce,4561.0,145.0,-194.0,4.788,0.048,-0.028,0.469,0.03,-0.04,19h23m40.60s,+50d41m47.0s,16.44,
4484,3954227,K03766.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.594276199,1.52e-07,-1.52e-07,131.835238,0.000224,-0.000224,4.038,3.792,-0.473,2.0188,0.0161,-0.0161,220745.0,1077.0,-1077.0,266.99,31.63,-26.01,1564.0,,,1414.7,648.46,-407.97,285.2,1.0,q1_q17_dr24_tce,4756.0,186.0,-158.0,4.603,0.058,-0.046,0.667,0.079,-0.065,19h25m58.29s,+39d03m00.5s,15.985,
4485,8651551,K03841.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.527491117,1.278e-06,-1.278e-06,132.259806,0.000768,-0.000768,1.164,0.045,-0.034,7.9136,0.0586,-0.0586,33546.0,137.0,-137.0,27.85,2.29,-3.05,988.0,,,224.31,77.08,-72.12,298.6,1.0,q1_q17_dr25_tce,4273.0,149.0,-164.0,4.652,0.059,-0.027,0.595,0.049,-0.065,20h00m01.40s,+44d43m07.6s,15.935,
4487,9532637,K03842.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.61496383,7.7e-08,-7.7e-08,132.022402,0.000114,-0.000114,0.506,0.021,-0.018,1.93053,0.00408,-0.00408,358049.0,552.0,-552.0,44.79,3.24,-3.92,1460.0,,,1074.84,342.64,-298.12,806.5,3.0,q1_q17_dr25_tce,4509.0,157.0,-157.0,4.612,0.052,-0.028,0.663,0.048,-0.058,19h37m26.32s,+46d07m31.4s,17.453,
4489,7174349,K03844.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.974163938,3.612e-06,-3.612e-06,132.49312,0.00138,-0.00138,0.736,26.85,-0.041,1.7423,0.0347,-0.0347,90282.0,1220.0,-1220.0,34.74,0.0,0.0,1266.0,,,605.99,0.0,0.0,88.6,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,18h45m44.88s,+42d43m38.3s,19.294,
4494,11667548,K03926.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.831741499,5.76e-07,-5.76e-07,132.074741,0.000596,-0.000596,1.298,0.765,-0.166,2.297,0.0301,-0.0301,1231.1,13.6,-13.6,41.62,13.72,-4.57,2198.0,,,5501.14,5359.44,-1771.08,110.9,1.0,q1_q17_dr25_tce,6343.0,177.0,-243.0,4.408,0.054,-0.216,1.14,0.376,-0.125,19h39m01.52s,+49d47m31.5s,15.61,
4497,4751083,K03691.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,4.532416322,5.761e-06,-5.761e-06,135.6589,0.00148,-0.00148,1.183,0.39,-0.168,3.2864,0.0246,-0.0246,34953.0,235.0,-235.0,62.25,20.61,-11.08,1328.0,,,735.27,719.81,-310.71,175.6,1.0,q1_q17_dr25_tce,6306.0,177.0,-243.0,4.283,0.132,-0.198,1.281,0.424,-0.228,19h32m20.76s,+39d48m06.4s,16.028,
4499,5903301,K03692.01,,FALSE POSITIVE,FALSE POSITIVE,0.813,0,1,0,0,1.160153553,1.57e-07,-1.57e-07,132.145331,0.000117,-0.000117,1.258,0.098,-0.091,2.16452,0.00573,-0.00573,12302.5,27.0,-27.0,60.47,16.98,-16.98,2183.0,,,5363.78,4607.26,-2995.93,552.8,1.0,q1_q17_dr25_tce,6200.0,197.0,-241.0,4.161,0.264,-0.176,1.382,0.388,-0.388,19h54m38.00s,+41d08m20.0s,15.149,
4500,7695087,K03693.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,4.032760214,1.924e-06,-1.924e-06,133.301891,0.000428,-0.000428,1.224,0.22,-0.141,2.7194,0.0186,-0.0186,10803.4,93.1,-93.1,378.61,129.6,-240.7,2582.0,,,10499.43,10016.94,-9306.82,150.9,1.0,q1_q17_dr25_tce,4969.0,102.0,-190.0,2.899,0.553,-0.237,9.433,3.228,-5.996,19h43m13.40s,+43d18m16.0s,14.734,
4501,6200709,K03694.01,,FALSE POSITIVE,FALSE POSITIVE,0.024,0,1,0,0,3.723552982,5.973e-06,-5.973e-06,134.94613,0.00182,-0.00182,0.629,0.028,-0.038,3.5632,0.0549,-0.0549,40143.0,373.0,-373.0,18.83,5.48,-2.2,1176.0,,,452.71,402.04,-146.68,145.7,1.0,q1_q17_dr25_tce,6063.0,192.0,-213.0,4.51,0.052,-0.208,0.89,0.259,-0.104,19h21m40.01s,+41d31m32.8s,16.72,
4504,6543683,K03769.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.195515251,5.73e-07,-5.73e-07,132.303851,0.00041,-0.00041,1.281,0.083,-0.073,5.0834,0.0249,-0.0249,8054.4,32.6,-32.6,49.33,14.13,-11.58,1959.0,,,3469.7,2997.82,-1671.32,309.1,1.0,q1_q17_dr25_tce,6040.0,182.0,-182.0,4.271,0.22,-0.18,1.155,0.331,-0.271,19h50m10.41s,+41d56m52.7s,13.998,
4505,10555365,K03771.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,1,0,0,5.80184753,1.059e-05,-1.059e-05,131.77347,0.00209,-0.00209,0.478,0.11,-0.051,3.9551,0.0707,-0.0707,22143.0,191.0,-191.0,14.0,3.83,-2.06,989.0,,,225.81,190.8,-82.19,118.1,1.0,q1_q17_dr25_tce,5687.0,186.0,-186.0,4.426,0.124,-0.186,0.921,0.252,-0.136,19h55m05.06s,+47d47m07.5s,16.605,
4506,5481426,K03772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.38404983,2.454e-06,-2.454e-06,133.43927,0.00116,-0.00116,0.611,0.068,-0.059,3.2849,0.0227,-0.0227,312732.0,2035.0,-2035.0,66.14,0.0,0.0,1363.0,,,815.42,0.0,0.0,195.3,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h58m34.77s,+40d41m26.2s,19.319,
4507,7983756,K03846.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,5.24078259,1.424e-05,-1.424e-05,136.54913,0.00234,-0.00234,1.223,5.247,-0.089,5.238,0.108,-0.108,592.6,11.9,-11.9,24.73,7.44,-2.48,1080.0,,,322.16,285.13,-94.41,58.1,1.0,q1_q17_dr25_tce,6192.0,169.0,-206.0,4.503,0.052,-0.208,0.917,0.276,-0.092,19h55m22.60s,+43d43m31.3s,14.483,
4510,8949316,K03849.01,,FALSE POSITIVE,FALSE POSITIVE,0.955,0,1,0,0,0.604358764,1.494e-06,-1.494e-06,131.68577,0.00134,-0.00134,1.197,5.68,-0.153,1.0423,0.0116,-0.0116,38731.0,212.0,-212.0,23.28,1.69,-2.08,997.0,,,235.63,50.97,-52.27,236.8,1.0,q1_q17_dr25_tce,3569.0,50.0,-57.0,4.82,0.042,-0.028,0.427,0.031,-0.038,19h22m04.55s,+45d14m07.3s,16.182,
4512,9784230,K03851.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.7981968,2.39e-07,-2.39e-07,131.570334,0.000337,-0.000337,0.67,0.042,-0.041,2.22035,0.00748,-0.00748,257616.0,684.0,-684.0,62.38,0.0,0.0,1963.0,,,3497.4,0.0,0.0,453.9,2.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h47m57.73s,+46d35m56.4s,17.579,
4514,3124420,K03918.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.948951607,6.24e-07,-6.24e-07,132.468516,0.000762,-0.000762,0.959,0.094,-0.109,4.3809,0.0406,-0.0406,458463.0,1667.0,-1667.0,115.31,0.0,0.0,1853.0,,,2796.38,0.0,0.0,437.1,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,19h32m58.89s,+38d16m19.9s,18.241,
4517,10083623,K03921.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.278555003,7.72e-07,-7.72e-07,131.529071,0.000545,-0.000545,0.979,0.081,-0.055,1.4247,0.0397,-0.0397,1478.0,21.4,-21.4,5.19,1.36,-0.49,1515.0,,,1241.92,1011.74,-351.19,93.8,1.0,q1_q17_dr25_tce,5636.0,186.0,-186.0,4.557,0.044,-0.176,0.827,0.217,-0.078,19h40m19.77s,+47d05m10.5s,15.643,
4519,8043052,K03695.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.244600029,3.383e-06,-3.383e-06,133.46529,0.00122,-0.00122,1.185,42.83,-0.79,1.9204,0.0647,-0.0647,8611.0,244.0,-244.0,27.47,3.73,-3.36,1190.0,,,475.37,215.14,-147.09,42.6,1.0,q1_q17_dr25_tce,5256.0,158.0,-142.0,4.502,0.105,-0.105,0.802,0.109,-0.098,19h45m52.37s,+43d48m05.3s,14.731,
4526,7220320,K03775.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.752158047,2.31e-07,-2.31e-07,131.793035,0.000342,-0.000342,1.157,0.069,-0.048,2.42733,0.006,-0.006,37878.8,59.4,-59.4,106.66,23.82,-55.61,2869.0,,,15978.36,10969.14,-12742.43,510.0,1.0,q1_q17_dr25_tce,5770.0,175.0,-175.0,3.844,0.528,-0.132,2.221,0.496,-1.158,19h48m25.96s,+42d45m10.5s,14.082,
4527,9291378,K03776.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,3.796488133,7.908e-06,-7.908e-06,135.15079,0.00191,-0.00191,1.306,0.38,-0.201,11.0659,0.0704,-0.0704,3007.6,18.2,-18.2,40.83,12.99,-4.33,1233.0,,,547.94,529.85,-178.96,193.4,1.0,q1_q17_dr25_tce,6137.0,193.0,-257.0,4.46,0.054,-0.216,1.018,0.324,-0.108,19h43m19.22s,+45d47m23.4s,15.534,
4528,4949524,K03852.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.233076007,2.489e-06,-2.489e-06,132.49795,0.00127,-0.00127,1.312,0.004,-0.212,12.506,0.83,-0.83,1392.4,55.2,-55.2,31.39,6.76,-2.69,1513.0,,,1237.97,793.3,-320.37,129.3,1.0,q1_q17_dr25_tce,5602.0,149.0,-166.0,4.571,0.036,-0.135,0.817,0.176,-0.07,19h52m00.27s,+40d02m52.4s,15.402,
4531,3550434,K03854.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.1910489,1.188e-06,-1.188e-06,132.076408,0.000819,-0.000819,1.257,16.47,-0.272,1.3738,0.0476,-0.0476,1391.1,36.8,-36.8,22.76,2.4,-2.2,1348.0,,,781.99,294.43,-210.35,46.1,1.0,q1_q17_dr25_tce,5089.0,154.0,-138.0,4.58,0.078,-0.045,0.693,0.073,-0.067,19h31m41.28s,+38d40m13.1s,15.637,
